text,target,category,polarity,from,to
It's great to go for a quick lunch either alone or with a friend.,NULL~,RESTAURANT#MISCELLANEOUS~,positive~,0~,0~
It's definately not a place to go if you want to impress someone.,place~,RESTAURANT#MISCELLANEOUS~,negative~,22~,27~
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food~decor~food~,FOOD#QUALITY~AMBIENCE#GENERAL~FOOD#PRICES~,positive~neutral~positive~,27~68~27~,31~73~31~
Quick and friendly service.,service~,SERVICE#GENERAL~,positive~,19~,26~
This is one of the best comfort food places in the city.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
It's somewhere you can eat and be happy.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's."
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",main dining room~ceiling~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,29~90~,45~97~
"The food is wonderful, tasty and filling, and the service is professional and friendly.",food~food~service~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~SERVICE#GENERAL~,positive~positive~positive~,4~4~50~,8~8~57~
"I can't wait for summer, when they serve outside on their gigantic patio.",patio~,AMBIENCE#GENERAL~,positive~,67~,72~
Ahhh...
I recently tried Suan and I thought that it was great.,Suan~,RESTAURANT#GENERAL~,positive~,17~,21~
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food~place~food~,FOOD#STYLE_OPTIONS~RESTAURANT#GENERAL~FOOD#PRICES~,positive~positive~positive~,80~12~80~,84~17~84~
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service~food~hot sauce~,SERVICE#GENERAL~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,4~42~84~,11~46~93~
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
They all know you.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
Good food.,food~,FOOD#QUALITY~,positive~,5~,9~
Good drink.,drink~,DRINKS#QUALITY~,positive~,5~,10~
How do you rate home?,NULL~,RESTAURANT#MISCELLANEOUS~,positive~,0~,0~
I have never had cheescake like this.,cheescake~,FOOD#QUALITY~,positive~,17~,26~
I thought I had died and gone to heaven.,NULL~,FOOD#QUALITY~,positive~,0~,0~
"Great spot, whether looking for a couple of drinks or quiet dinner.",spot~spot~,RESTAURANT#GENERAL~RESTAURANT#MISCELLANEOUS~,positive~positive~,6~6~,10~10~
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,NULL~outdoor seating~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,0~45~,0~60~
The food is great and they have a good selecion of wines at reasonable prices.,food~selecion of wines~selecion of wines~,FOOD#QUALITY~DRINKS#STYLE_OPTIONS~DRINKS#PRICES~,positive~positive~positive~,4~39~39~,8~56~56~
Have been several times and it never dissapoints.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try."
We were less than impressed.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance~atmosphere~food~service~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~negative~negative~,10~23~50~59~,18~33~54~66~
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole~chicken casserole~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,negative~negative~,15~15~,32~32~
Probably would not go again...,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"i've been to sapphire twice and both times the food was fine, if not good.",food~,FOOD#QUALITY~,positive~,47~,51~
"stick with the chicken, beef, and lamb dishes.",chicken~beef~lamb dishes~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,15~24~34~,22~28~45~
i don't usually order wine with indian so i can't comment on their wine list or their wines.
instead ordered an ice cold beer which to me works with indian.
"service is friendly, and never had a problem walking in and getting a table.",service~NULL~,SERVICE#GENERAL~RESTAURANT#MISCELLANEOUS~,positive~positive~,0~0~,7~0~
i would recommend reservations on weekends though.
skip dessert.,dessert~,FOOD#QUALITY~,negative~,5~,12~
Best Reuben sandwich ever!,Reuben sandwich~,FOOD#QUALITY~,positive~,5~,20~
A classic!,NULL~,FOOD#QUALITY~,positive~,0~,0~
Don't miss Bloom's on your next trip to Manhatten.,Bloom's~,RESTAURANT#GENERAL~,positive~,11~,18~
"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",place~,RESTAURANT#MISCELLANEOUS~,positive~,85~,90~
Thanks Bloom's for a lovely trip.,Bloom's~,RESTAURANT#GENERAL~,positive~,7~,14~
"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst."
"The food was not fresh, the sauces were bland and very oily.",food~sauces~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,4~28~,8~34~
It just wasn't Thai.,NULL~,FOOD#QUALITY~,negative~,0~,0~
Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).
Was surprisingly disappointed.,NULL~,FOOD#QUALITY~,negative~,0~,0~
Pizza was a little soggy.,Pizza~,FOOD#QUALITY~,negative~,0~,5~
Ravioli was good...but I have to say that I found everything a bit overpriced.,Ravioli~NULL~,FOOD#QUALITY~FOOD#PRICES~,positive~negative~,0~0~,7~0~
Not enough wines by the glass either.,wines by the glass~,DRINKS#STYLE_OPTIONS~,negative~,11~,29~
"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",Service~setting/atmosphere~,SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,0~50~,7~68~
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",Food~Food~,FOOD#QUALITY~FOOD#PRICES~,neutral~negative~,0~0~,4~4~
This place is a great bargain.,place~,RESTAURANT#PRICES~,positive~,5~,10~
Authentic Pakistani food.,Pakistani food~,FOOD#QUALITY~,positive~,10~,24~
People are always friendly.,People~,SERVICE#GENERAL~,positive~,0~,6~
Don't waste money on decor.,decor~,AMBIENCE#GENERAL~,neutral~,21~,26~
"Just straight up cheap, good food.",food~food~,FOOD#QUALITY~FOOD#PRICES~,positive~positive~,29~29~,33~33~
Faan is sooo good.,Faan~,RESTAURANT#GENERAL~,positive~,0~,4~
The best pad thai i've ever had.,pad thai~,FOOD#QUALITY~,positive~,9~,17~
The design and atmosphere is just as good.,design~atmosphere~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,4~15~,10~25~
bottles of wine are cheap and good.,bottles of wine~bottles of wine~,DRINKS#PRICES~DRINKS#QUALITY~,positive~positive~,0~0~,15~15~
What more could you want?,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
The food was actually aweful.,food~,FOOD#QUALITY~,negative~,4~,8~
I'm not picky - but it was actually gross.,NULL~,FOOD#QUALITY~,negative~,0~,0~
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",mussles~seabass~goat cheese salad~penne w/ chicken~NULL~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,negative~negative~negative~negative~negative~,4~59~82~133~0~,11~66~99~149~0~
"Nice atmosphere, the service was very pleasant and the desert was good.",atmosphere~service~desert~,AMBIENCE#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~positive~,5~21~55~,15~28~61~
Wouldn't recomend it for dinner!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
This is the perfect date spot for Williamsburg couples.,NULL~,RESTAURANT#MISCELLANEOUS~,positive~,0~,0~
The jukebox plays everything from Italian Opera to The Strokes.,jukebox~,AMBIENCE#GENERAL~,positive~,4~,11~
"The food is amazing, rich pastas and fresh doughy pizza.",food~pastas~pizza~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~FOOD#QUALITY~,positive~positive~positive~,4~26~50~,8~32~55~
"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe~owner~service~,AMBIENCE#GENERAL~SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~positive~,24~34~62~,28~39~69~
"If only they delivered, they'd make a mint!",NULL~,RESTAURANT#MISCELLANEOUS~,neutral~,0~,0~
go here for the drinks!,drinks~,DRINKS#QUALITY~,positive~,16~,22~
esp. during happy hour!
enough said!
the drinks are amazing and half off till 8pm.,drinks~drinks~,DRINKS#QUALITY~DRINKS#PRICES~,positive~positive~,4~4~,10~10~
"Ask for Usha, the nicest bartender in manhattan.",Usha~,SERVICE#GENERAL~,positive~,8~,12~
My fav was the sassy lassi...,sassy lassi~,DRINKS#QUALITY~,positive~,15~,26~
This is an amazing place to try some roti rolls.,roti rolls~,FOOD#QUALITY~,positive~,37~,47~
I really recommend the very simple Unda (Egg) rolls.,Unda (Egg) rolls~,FOOD#QUALITY~,positive~,35~,51~
"Delicate spices, onions, eggs and a kick-ass roti.",spices~onions~eggs~roti~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~positive~,9~17~25~45~,15~23~29~49~
Amazing!,NULL~,FOOD#QUALITY~,positive~,0~,0~
"Toons has recently been redone, so it's now a very attractive space.",Toons~,AMBIENCE#GENERAL~,positive~,0~,5~
The food's as good as ever.,food~,FOOD#QUALITY~,positive~,4~,8~
"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food~,FOOD#QUALITY~,positive~,35~,44~
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",decor~service~food~,AMBIENCE#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~positive~,28~40~57~,33~47~61~
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions~,FOOD#STYLE_OPTIONS~,positive~,4~,12~
"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money."
Can't wait to go back.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice~sour spicy soup~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,5~30~,25~45~
Beef noodle soup is good as well.,Beef noodle soup~,FOOD#QUALITY~,positive~,0~,16~
The service is good and the resturant is clean.,service~resturant~,SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,4~28~,11~37~
Best Taiwanese food in NY!,Taiwanese food~,FOOD#QUALITY~,positive~,5~,19~
I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,Rao's~,RESTAURANT#GENERAL~,positive~,15~,20~
"For those that go once and don't enjoy it, all I can say is that they just don't get it.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Rao's has the best service and atmosphere in NYC.,service~atmosphere~,SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,19~31~,26~41~
Good luck getting a table.,NULL~,RESTAURANT#MISCELLANEOUS~,neutral~,0~,0~
My roommate and I LOVE this place.,place~,RESTAURANT#GENERAL~,positive~,28~,33~
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating~,AMBIENCE#GENERAL~,positive~,72~,87~
Indoor was very cozy and cute.,Indoor~,AMBIENCE#GENERAL~,positive~,0~,6~
"The portion sizes here are huge, and the sushi is good.",portion~sushi~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,positive~positive~,4~41~,11~46~
"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full."
Staff is very accomodating.,Staff~,SERVICE#GENERAL~,positive~,0~,5~
"Excellent dumplings served amid clean, chic decor.",dumplings~decor~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~,10~44~,19~49~
"I got the $10 10-piece dim sum combo, every bite of which was great.",$10 10-piece dim sum combo~,FOOD#QUALITY~,positive~,10~,36~
But $1 for each small piece???,NULL~,FOOD#PRICES~,negative~,0~,0~
Not worth it.,NULL~,FOOD#PRICES~,negative~,0~,0~
I won't go back unless someone else is footing the bill.,NULL~NULL~,RESTAURANT#GENERAL~RESTAURANT#PRICES~,negative~negative~,0~0~,0~0~
I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.
The decor is very simple but comfortable.,decor~,AMBIENCE#GENERAL~,positive~,4~,9~
The food was delicious but do not come here on a empty stomach.,food~food~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~negative~,4~4~,8~8~
The portions are small but being that the food was so good makes up for that.,portions~food~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,negative~positive~,4~42~,12~46~
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna~chocolate bread pudding~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,18~70~,34~93~
The staff there is very attentive and down to earth.,staff~,SERVICE#GENERAL~,positive~,4~,9~
I loved it and would go again.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Great Indian food and the service is incredible.,Indian food~service~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,6~26~,17~33~
The owner truly caters to all your needs.,owner~,SERVICE#GENERAL~,positive~,4~,9~
"When family came in he gave them apps to test their palets, and then ordered for them.",NULL~,SERVICE#GENERAL~,positive~,0~,0~
Everyone was more then happy with his choices.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
Great food and the prices are very reasonable.,food~NULL~,FOOD#QUALITY~RESTAURANT#PRICES~,positive~positive~,6~0~,10~0~
"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity."
The food here does a great service to the name (Cantonese that is...).,food~,FOOD#QUALITY~,positive~,4~,8~
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork~,FOOD#QUALITY~,positive~,24~,104~
This dish is my favorite and I always get it when I go there and never get tired of it.,dish~,FOOD#QUALITY~,positive~,5~,9~
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee~Ow Ley Soh~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,8~61~,14~71~
Simply some good tasting Chinese food at incredible prices...,Chinese food~Chinese food~,FOOD#QUALITY~FOOD#PRICES~,positive~positive~,25~25~,37~37~
Service is not what you are coming here for...,Service~,SERVICE#GENERAL~,negative~,0~,7~
Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...
Big Wong is a great place to eat and fill your stomach.,Big Wong~,RESTAURANT#GENERAL~,positive~,0~,8~
this place... we stumbled upon it on labor day weekend.
"whoever the jazz duo was, they were on POINT.",jazz duo~,AMBIENCE#GENERAL~,positive~,12~,20~
"good music, great food, speedy service affordable prices.",music~food~service~NULL~,AMBIENCE#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~RESTAURANT#PRICES~,positive~positive~positive~positive~,5~18~31~0~,10~22~38~0~
even the wine by the glass was good.,wine by the glass~,DRINKS#QUALITY~,positive~,9~,26~
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",NULL~NULL~,LOCATION#GENERAL~RESTAURANT#GENERAL~,neutral~positive~,0~0~,0~0~
Consistently good Japanese Tapas.,Japanese Tapas~,FOOD#QUALITY~,positive~,18~,32~
"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave."
Always good drinks and service is pretty good;,drinks~service~,DRINKS#QUALITY~SERVICE#GENERAL~,positive~positive~,12~23~,18~30~
Atmosphere is nice and relaxed too...,Atmosphere~,AMBIENCE#GENERAL~,positive~,0~,10~
A great place to meet up for some food and drinks...  ,place~,RESTAURANT#MISCELLANEOUS~,positive~,8~,13~
Yakitori (bbq meats) is tasty too.,Yakitori (bbq meats)~,FOOD#QUALITY~,positive~,0~,20~
"It's also attached to Angel's Share, which is a cool, more romantic bar..."
Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish~staff~sushi chef~,FOOD#QUALITY~SERVICE#GENERAL~RESTAURANT#MISCELLANEOUS~,negative~negative~negative~,41~58~70~,45~63~80~
Price and quality of fish alone will keep us from making a return visit.,fish~fish~NULL~,FOOD#PRICES~FOOD#QUALITY~RESTAURANT#GENERAL~,negative~negative~negative~,21~21~0~,25~25~0~
Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,chef~,FOOD#QUALITY~,negative~,98~,102~
No thanks!!!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"This place, which is only a few months old, is perhaps Queens' biggest secret!",place~,RESTAURANT#GENERAL~,positive~,5~,10~
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",decor~food~food~staff~Rice Avenue~Rice Avenue~Rice Avenue~,AMBIENCE#GENERAL~FOOD#QUALITY~FOOD#PRICES~SERVICE#GENERAL~AMBIENCE#GENERAL~LOCATION#GENERAL~RESTAURANT#PRICES~,positive~positive~positive~positive~positive~positive~positive~,9~93~93~134~212~212~212~,14~97~97~139~223~223~223~
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter~,SERVICE#GENERAL~,negative~,31~,37~
We were then shooed inside.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter~,SERVICE#GENERAL~,negative~,87~,93~
"We left, never to return.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food~wait-staff~service~management~,FOOD#PRICES~SERVICE#GENERAL~SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~negative~negative~,66~90~160~173~,70~100~167~183~
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service~food~food~,SERVICE#GENERAL~FOOD#PRICES~FOOD#QUALITY~,negative~negative~negative~,91~117~117~,98~121~121~
If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.
"Great bagels, spreads and a good place to hang out in."
You fellas above says its the best Taiwanese restaurant in town.
However it is the ONLY Taiwanese restaurant in town.
The food is okay and the prices here are mediocre.,food~NULL~,FOOD#QUALITY~RESTAURANT#PRICES~,neutral~neutral~,4~0~,8~0~
You can't say its cheap because food is cheaper in Chinatown.
"They're are better Taiwanese restaurants and they are located in Flushing, Queens."
Baluchi's has solid food and a nice decor at reasonable prices.,food~decor~Baluchi's~,FOOD#QUALITY~AMBIENCE#GENERAL~RESTAURANT#PRICES~,positive~positive~positive~,20~36~0~,24~41~9~
The only problem is that the manager is a complete incompetent.,manager~,SERVICE#GENERAL~,negative~,29~,36~
He offers subpar service and has no personality.,service~,SERVICE#GENERAL~,negative~,17~,24~
"In fact, it appears he is going to go postal at any moment.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
Skip this location and go to the one in Soho.
There is no excuse for such lousy service!,service~,SERVICE#GENERAL~,negative~,34~,41~
I have never before eaten 40 pieces of relatively good nigiri.,nigiri~,FOOD#QUALITY~,neutral~,55~,61~
Stuffing yourself with Japanese food is a rare thing.
You can do it here.,NULL~,FOOD#STYLE_OPTIONS~,positive~,0~,0~
$20 for all you can eat sushi cannot be beaten.,all you can eat sushi~,FOOD#PRICES~,positive~,8~,29~
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",Areo~,RESTAURANT#GENERAL~,positive~,10~,14~
"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated."
"Most of the servers are very attentive, friendly and quite attractive.",servers~,SERVICE#GENERAL~,positive~,12~,19~
"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also."
"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe~service~food~,AMBIENCE#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~positive~,4~35~61~,8~42~65~
Me and my girls will definitely go back.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,Food~view of the new york city skiline~,FOOD#QUALITY~LOCATION#GENERAL~,positive~positive~,0~22~,4~55~
I would highly recommand requesting a table by the window.,NULL~,LOCATION#GENERAL~,positive~,0~,0~
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service~place~,SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,77~123~,84~128~
"I've eaten at Pizza Gruppo a few times, but more often I order delivery."
The food is great.,food~,FOOD#QUALITY~,positive~,4~,8~
Personal pans are the perfect size for those hungry nights.,Personal pans~,FOOD#STYLE_OPTIONS~,positive~,0~,13~
I heartily recommend.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys~,SERVICE#GENERAL~,negative~,49~,62~
Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,delivery guys~,SERVICE#GENERAL~,negative~,31~,44~
"Hey, I think $2+ for a 5 block walk ain't bad."
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",scene~place~location~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~LOCATION#GENERAL~,positive~positive~positive~,9~30~90~,14~35~98~
The pizza was pretty good and huge.,pizza~pizza~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,4~4~,9~9~
The price very reasonable.,NULL~,RESTAURANT#PRICES~,positive~,0~,0~
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,penne a la vodka~,FOOD#STYLE_OPTIONS~,positive~,34~,50~
We got most of it back at home with us.
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,NULL~,FOOD#QUALITY~,negative~,0~,0~
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne~pasta penne~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,negative~negative~,4~4~,15~15~
"No, really."
I have eaten a lot of pizza here.
"La Rosa waltzes in, and I think they are doing it the best.",La Rosa~,FOOD#QUALITY~,positive~,0~,7~
"Interesting selection, good wines, service fine, fun decor.",wines~service~decor~selection~,DRINKS#QUALITY~SERVICE#GENERAL~AMBIENCE#GENERAL~FOOD#STYLE_OPTIONS~,positive~positive~positive~positive~,28~35~53~12~,33~42~58~21~
I have been twice to this restaurant.
I love it.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
I plan on stopping by next week as well.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"I found it on a cold night, the perfect spot to warm up.",spot~,RESTAURANT#MISCELLANEOUS~,positive~,40~,44~
I recieved prompt service with a smile.,service~,SERVICE#GENERAL~,positive~,18~,25~
"To me it exemplifies Soho, cute, artsy, interesting.",NULL~,AMBIENCE#GENERAL~,positive~,0~,0~
Definately check it out!!!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
This place blew me away...by far my new favorite restaurant on the uppereast side.,place~,RESTAURANT#GENERAL~,positive~,5~,10~
The wine list is extensive and impressive.,wine list~,DRINKS#STYLE_OPTIONS~,positive~,4~,13~
LOVE the atmosphere - felt like I was in Paris.,atmosphere~,AMBIENCE#GENERAL~,positive~,9~,19~
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,mussels~dessert~NULL~,FOOD#QUALITY~FOOD#QUALITY~RESTAURANT#GENERAL~,positive~positive~positive~,4~42~0~,11~49~0~
I just read Mocaramel's review and felt compelled to respond.
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service~staff~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~,84~106~,91~111~
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",Vittorio~crew~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~,25~43~,33~47~
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Dining Garden~Jazz Bar~Thin Crust Pizzas~Lasagna Menu~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~positive~,105~76~129~158~,118~84~146~170~
I lOVE THIS PLACE!,PLACE~,RESTAURANT#GENERAL~,positive~,12~,17~
Keep up the good work guys!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
My girlfiends and I ate at O.G. again last night.
I have to say I have never had a disapointing meal here.,meal~,FOOD#QUALITY~,positive~,46~,50~
We could have made a meal of the yummy dumplings from the dumpling menu.,dumplings~,FOOD#QUALITY~,positive~,39~,48~
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon~Sea Bass~Crispy Duck~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,30~42~55~,40~50~66~
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?
Love Al Di La,Al Di La~,RESTAURANT#GENERAL~,positive~,5~,13~
I recommend this place to everyone.,place~,RESTAURANT#GENERAL~,positive~,17~,22~
Great food.,food~,FOOD#QUALITY~,positive~,6~,10~
One of my favorite places in Brooklyn. ,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",pastas~risottos~sepia~braised rabbit~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~positive~,4~31~58~87~,10~39~63~101~
Overpriced and not tasty ,NULL~NULL~,FOOD#PRICES~FOOD#QUALITY~,negative~negative~,0~0~,0~0~
The food here was mediocre at best. ,food~,FOOD#QUALITY~,negative~,4~,8~
It was totally overpriced- fish and chips was about $15.... ,NULL~fish and chips~,FOOD#PRICES~FOOD#PRICES~,negative~negative~,0~27~,0~41~
There are so many other great places to go to eat and drink..... this place is not worth it...
Tasty Dog!,Dog~,FOOD#QUALITY~,positive~,6~,9~
"An awesome organic dog, and a conscious eco friendly establishment.",dog~establishment~,FOOD#QUALITY~RESTAURANT#MISCELLANEOUS~,positive~positive~,19~53~,22~66~
One of the best hot dogs I have ever eaten.,NULL~,FOOD#QUALITY~,positive~,0~,0~
Can't wait to go back.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
The Cypriot restaurant has a lot going for it.,Cypriot restaurant~,RESTAURANT#GENERAL~,positive~,4~,22~
But the best pork souvlaki I ever had is the main thing.,pork souvlaki~,FOOD#QUALITY~,positive~,13~,26~
Trust me.
Run don't walk.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Super YUMMY Pizza!,Pizza~,FOOD#QUALITY~,positive~,12~,17~
I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,restaurant~,AMBIENCE#GENERAL~,positive~,91~,101~
"I LOOOVE their eggplant pizza, as well as their pastas!",eggplant pizza~pastas~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,15~48~,29~54~
