text,target,category,polarity,from,to
"На весь ресторан работала одна официантка, что само по себе странно.",официантка~,SERVICE#GENERAL~,negative~,31~,41~
"Если бы она просто не справлялась с обилием заказов, то еще как то извинительно, но она не очень то и старалась.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Например вино нам несли 20 мин., курить мы выходили на улицу, где для этого стоят кресла и столик, попросили ее принести пепельницу... она пообещала, но до конца нашего застолья так этого и не сделала.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"На закуску мы среди прочего заказывали оливки, так их нам принесли почти в конце вечера, про один заказ она вообще забыла, на что просто извинилась.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
Отдельная история - живая музыка.,живая музыка~,AMBIENCE#GENERAL~,negative~,20~,32~
"Хороший певец, с хорошим голосом... но для такого маленького помещения - это просто тихий ужас.",помещения~,AMBIENCE#GENERAL~,negative~,61~,70~
"Разговаривать было невозможно не только с другим концом стола, но и соседей справа-слева приходилось переспрашивать.",NULL~,AMBIENCE#GENERAL~,negative~,0~,0~
"Соглашусь, на вкус и цвет товарищей нет, но я в этот ресторан больше ни ногой и всех своих друзей обязательно предупрежу",ресторан~,RESTAURANT#GENERAL~,negative~,53~,61~
"Отличное место, с отличной кухней.",место~кухней~,RESTAURANT#GENERAL~FOOD#QUALITY~,positive~positive~,9~27~,14~33~
"Читал много отзывов, честно говоря больше половины из них оказалось враньем."
Кто-то писал про салаты из холодильника и не вкусный лаваш.
Все не правда.
"Салаты свежие, ингредиенты явно не из ленты и холодильника.",Салаты~,FOOD#QUALITY~,positive~,0~,6~
"Лаваш свежий, съели сразу, еще салат не успели принести.",Лаваш~,FOOD#QUALITY~,positive~,0~,5~
"Кто-то говорил, что мясо долго готовят."
"Да, не через 10 минут приносят, но сразу говорят, надо подождать 40 минут.",NULL~,SERVICE#GENERAL~,neutral~,0~,0~
"Шашлык свежий, тает, никакого жира и костей.",Шашлык~,FOOD#QUALITY~,positive~,0~,6~
Приборы даются не одни.,Приборы~,SERVICE#GENERAL~,positive~,0~,7~
"Из минусов (для меня это не минус), нет отдельно зала для курящих, ну и возможно персонал немного назойлив (хотя по мне так в самый раз).",зала для курящих~персонал~,AMBIENCE#GENERAL~SERVICE#GENERAL~,neutral~neutral~,49~81~,65~89~
"Бокалы всегда полные и не надо ждать несколько минут, когда к тебе подойдут (во многих заведениях именно так).",NULL~,SERVICE#GENERAL~,positive~,0~,0~
"Порции вполне нормальные, не огромные, но и не маленькие.",Порции~,FOOD#STYLE_OPTIONS~,neutral~,0~,6~
Ну и самое главное - это цены.,,,,,
Дешево и очень вкусно.,NULL~NULL~,RESTAURANT#PRICES~RESTAURANT#GENERAL~,positive~positive~,0~0~,0~0~
"Сколько мы съели и выпили на шесть человек, в других заведениях попросту было бы в два-три раза дороже."
Ушли довольные и сытые.,NULL~,FOOD#QUALITY~,positive~,0~,0~
"Сюда по отзывам, это место посещали, люди рангом, как минимум депутатов."
"Так если есть деньги, можно и в другие рестораны ходить, а не писать чушь про салаты из холодильника."
"Рядом с Домом Книги, с окнами на набережную расположился небольшой ресторанчик с вкусным названием ""Аппетит"".",ресторанчик~,RESTAURANT#GENERAL~,positive~,67~,78~
"Несколько залов удобно расположены, правда зал для некурящих расположен прямо при входе.",залов~зал для некурящих~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~negative~,10~43~,15~60~
Наиболее уютные диванчики в зоне для курящих.,диванчики~зоне для курящих~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,16~28~,25~44~
"На больших экранах транслируется Fashion. приятный, спокойный интерьер для дружеских встреч.",интерьер~,AMBIENCE#GENERAL~,positive~,62~,70~
"До этих выходных мне он нравился... ""Все смешалось в доме...""(с)"
Обслуживание- плохо.,Обслуживание~,SERVICE#GENERAL~,negative~,0~,12~
"Встретили, усадили, дали меню- нормально.",NULL~,SERVICE#GENERAL~,neutral~,0~,0~
"Видимо девушка работала если не первый день,то второй точно.",девушка~,SERVICE#GENERAL~,negative~,7~,14~
"Может научится- лучше будет, учиться всегда полезно.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Но то, что пасту мне несли 1,5 часа-это варварство.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
Я практически умерла от голода.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Хорошо супчик успела съесть.,супчик~,FOOD#QUALITY~,neutral~,7~,13~
Относительно кухни: повар поменялся? так я и не поняла...,повар~,FOOD#QUALITY~,negative~,20~,25~
"Мой заказ: мисо ;хотела суп с норвежским лососем, но, оказалось, что в ресторане нет лосося, о чем официантка сказала нам минут через двадцать(еще один камень в ее огород); паста с грибами, сливками и томатной пастой(в основном мне пришолсь есть именно томатную пасту).","лосося~официантка~паста с грибами, сливками и томатной пастой~томатную пасту~",FOOD#STYLE_OPTIONS~SERVICE#GENERAL~FOOD#QUALITY~FOOD#QUALITY~,negative~negative~negative~negative~,85~99~173~253~,91~109~216~267~
"Расстроил меня ранее любимый ""Аппетит""=((","""Аппетит""~",RESTAURANT#GENERAL~,negative~,29~,38~
Первый раз была в Аппетите год назад.,,,,,
"Осталась довольна и встречей, и сервисом, и кухней (+ порадовал демократичный порядок цен)."
"И вот, опираясь на свои положительные впечатления и близость ресторана от нашего местоположения, решила там посидеть с друзьями.",,,,,
Нас было 4 человека.,,,,,
"Зашли, нас встретили, проводили, посадили, принесли меню и....",NULL~,SERVICE#GENERAL~,positive~,0~,0~
"официантка пропала...минут на 20 (при том, что в ресторане не было много посетителей).",официантка~,SERVICE#GENERAL~,negative~,0~,10~
"Позвали, подошла, заказали пасту, свежевыжатый сок, напитки.",,,,,
Минут через 15 принесли напитки...,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Еще минут через 15 появилась первая порция пасты... вторая и третья были поданы еще минут через 15, а последнюю порцию принесли когда остальные уже закончили....",NULL~,SERVICE#GENERAL~,negative~,0~,0~
Дальше был заказ на Цезарь-салат и американо...,,,,,
"ждали долго... терпение на пределе... итог - чаевых не оставили (возможно, это не совсем правильно, человек все-таки работал, НО... благодарность заслужил только на словах)",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Пиво, конечно, вкусное.. но обслуживание - нет. заказали тарелку к пиву, чтобы пиво было с чем пить и мясо.",Пиво~обслуживание~,DRINKS#QUALITY~SERVICE#GENERAL~,positive~negative~,0~28~,4~40~
"Тарелку к пиву принесли, когда уже взяли по 2 кружке пива.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Если заведение всеж называет себя рестораном, то будьте добры хотя бы горячее приносить всем одновременно!",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Компания из 4 человек, каждый получал свою порцию через длительное время, хотя некоторые блюда были одинаковы..",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Мясо оооочень долго ждали, причем принесли сначала гарнир, а через минут 40 мясо.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Причем на вопрос почему так, девушка сказала: ну я же вам принесла гарнир, а вы его съели... вот вам мясо))))))))))",девушка~,SERVICE#GENERAL~,negative~,29~,36~
Добрый день.,,,,,
"Отмечали в этом ресторане 7 марта,был банкет на 20 человек.",,,,,
"Так как открылись они недавно,отзывов нет никаких,было немного страшно идти в новое место,но так как живем рядом,решили рискнуть,и не пожалели!!!!",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Заранее все оплатили,нам помогли меню составить индивидуально под наши запросы и бюджет.",NULL~,SERVICE#GENERAL~,positive~,0~,0~
"К нашему приходу все уже было готово,столы накрыты,еда вынесена.",NULL~,SERVICE#GENERAL~,positive~,0~,0~
"Кухня просто обалденная,порции большие,все остались очень довольны!!",Кухня~порции~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,0~24~,5~30~
"Приятно удивила программа-живая музыка(девушка очень красиво пела),и грузинские танцевальный коллектив,потрясающе!!!",программа~живая музыка~грузинские танцевальный коллектив~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~positive~,16~26~69~,25~38~102~
"Зал очень большой, светлый,кроме нас там было еще 2 банкета,но за счет большого пространства никто никому не мешал.",Зал~,AMBIENCE#GENERAL~,positive~,0~,3~
"Огромный плюс,что алкоголь можно с собой приносить,пробкового сбора нет.",пробкового сбора~,SERVICE#GENERAL~,positive~,51~,67~
"В общем все остались очень очень довольны,спасибо Вам большое за чудесный праздник,обязательно придем к Вам еще!!!!!!",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Случайно зашли в это заведение с друзьями.,,,,,
Сделали заказ.,,,,,
"Мы сидели на улице, на втором этаже в это время проходил банкет.",,,,,
Попросили плед.,,,,,
"Прошло 15 минут - ни пледа, ни официанта.",официанта~,SERVICE#GENERAL~,negative~,31~,40~
"Сходили сами, забрали пледы.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
Чай принесли спустя минут 10 после заказа.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Потом, спустя минут 20 принесли 1 салат.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
Прошло еще минут 20 принесли 1 горячее (заказ был сделан на 6-х человек).,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"И вот так весь вечер (кто из друзей ел, а кто-то просто ждал) - в общем, свое блюдо я получила спустя 1 час 40 минут после заказа (овощи, приготовленные на углях, можно было бы приготовить побыстрее) и после 3 походов моего мужа к официанту.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Порции, заявленные в меню явно, не соответствуют действительному размеру - такой порцией и ребенка не накормишь!",Порции~,FOOD#STYLE_OPTIONS~,negative~,0~,6~
Не советую никому!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Отмечали свадьбу друга.,,,,,
"Приехали вечером, шел дождь и это единственный недостаток вечера)",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Что сразу же приятно удивило, официантки!!!-все как на подбор улыбаются совершенно искренне и доброжелательно, а не с целью получить чаевые (к тому же какие чаевые-это же банкет), встречают, провожают, а в течение всего праздника ненавязчиво ""как невидимки"" меняли блюда, в то же время когда надо было-они тут же появлялись)",официантки~,SERVICE#GENERAL~,positive~,30~,40~
"Вобщем отдельное спасибо, давно не встречала такого обслуживания!",обслуживания~,SERVICE#GENERAL~,positive~,52~,64~
"Меню посмотреть не могли, поэтому названий не знаю, цен тоже.",,,,,
"Очень понравился салат с креветками и листьями, рулетики из баклажанов (начинка включала в себя грецкие орехи, остальное не поняла))), холодный рыбный рулет и, корюшка, фаршированная рисом и овощами-поистине красивое и вкусное блюдо.","салат с креветками и листьями~рулетики из баклажанов~начинка~грецкие орехи~холодный рыбный рулет~корюшка, фаршированная рисом и овощами~блюдо~блюдо~",FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#STYLE_OPTIONS~FOOD#QUALITY~,positive~positive~positive~positive~positive~positive~positive~positive~,17~48~72~96~135~160~227~227~,46~70~79~109~156~198~232~232~
Свинина почему-то была непрожарена.,Свинина~,FOOD#QUALITY~,negative~,0~,7~
"Отдельно хочется отметить интерьер-особенно снаружи - качели, беседки, ""веселые"" фигурки...вобщем фотографии получились красочные)",интерьер~,AMBIENCE#GENERAL~,positive~,26~,34~
Уже порекомендовала это заведение всем друзьям.,заведение~,RESTAURANT#GENERAL~,positive~,24~,33~
"Не только молодым там понравилось, но и людям постарше.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Отмечу, что его выбирали родители нашего жениха, сдается мне, что отзыв Натальи А. - отзыв мамы нашего друга, так что не относитесь так скептично, люди долго выбирали это заведение и написали откровенный отзыв, пусть и немногословный, зато честно и без пафоса)))",,,,,
Вчера заходили с подругой перекусить вечером.,,,,,
"Персонал действительно очень приятный, все рассказывают, показывают, улыбаются, двери открывают.",Персонал~,SERVICE#GENERAL~,positive~,0~,8~
"На второй этаж нам подняться не предложили, там курят.",,,,,
"Как я поняла, все самые лучшие места всегда для курящих , к сожалению.",,,,,
"На первом этаже открытая кухня, все выложено плиточкой и много столов - не очень уютно, но интерьер и правда интересный, хотя бы что-то оригинальное для такого формата.",интерьер~,AMBIENCE#GENERAL~,neutral~,91~,99~
"Из еды по наводке из предыдущего отзыва взяла шаверму с курицей (270 р) - без восторга, слишком много теста и как-то пресновато, картофель фри к ней понравился больше самой шавермы.",шаверму с курицей~теста~картофель фри~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,neutral~negative~positive~,46~102~129~,63~107~142~
"Еще попробовала лапшу с креветками (360 р), она понравилась.",лапшу с креветками~,FOOD#QUALITY~,positive~,16~,34~
"Порция могла бы быть и побольше, конечно, но это в идеале)",Порция~,FOOD#STYLE_OPTIONS~,neutral~,0~,6~
"Немного странное хрустящее нечто украшало блюдо сверху, вкуса не было, так и не поняла, что это было и зачем его положили)",NULL~,FOOD#STYLE_OPTIONS~,negative~,0~,0~
"Пила молочный улун (180 р) про него сказать нечего, кроме того что готовился он минут 20-25 примерно, как и минералка.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Еду принесли, а напитков все не было, пришлось вежливо напомнить и все появилось.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Для зайти перекусить и убежать - хорошее место в самом центре, если будут обслуживать побыстрее)",место~,RESTAURANT#GENERAL~,neutral~,41~,46~
"Мы проводили торжество в марте 2014 года в ресторане ""На горке"".",,,,,
"Общались всегда с менеджером Екатериной, которая отвечала на все наши вопросы, во многом шла нам на встречу, и всё, что было договорено - было сделано.",менеджером~,SERVICE#GENERAL~,positive~,18~,28~
Спасибо ей огромное!,NULL~,SERVICE#GENERAL~,positive~,0~,0~
Обслуживанием вполне довольны.,Обслуживанием~,SERVICE#GENERAL~,positive~,0~,13~
"Из минусов: Дважды посещая этот ресторан мы заказывали еду, которая была очень вкусной.",ресторан~,RESTAURANT#GENERAL~,positive~,32~,40~
"На банкете же кухня была весьма обычной - всё сделано хорошо, но ничего запоминающегося, на наш взгляд и взгляд многих из гостей.",кухня~,FOOD#QUALITY~,neutral~,14~,19~
"Горячее, а именно шашлык из свинины и лосось, сделаны очень хорошо, всё мягко и сочно.",Горячее~шашлык из свинины~лосось~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,0~18~38~,7~35~44~
"На следующий день после торжества, мы вспомнили, что на столах не было фруктов, хотя они были внесены в договор, и соответственно, оплачены.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Так что, уважаемые посетители, следите, чтобы всё заказанное вам приносили."
"Детей во время банкета можно кормить по специальному детскому меню, однако, в тот день повара подумали (по словам официанта), что принести заказанную детям еду нужно только к основному блюду всех гостей (а это примерно через два часа после начала мероприятия).",повара~,SERVICE#GENERAL~,negative~,87~,93~
"То, что детки сидят голодные и смотрят по сторонам несколько часов - это для них нормально?!",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"После обращения к менеджеру, сразу всё приготовили и подали.",менеджеру~,SERVICE#GENERAL~,positive~,18~,27~
"Поэтому, уточняйте это сразу у официантов.",,,,,
"Решила с девочками сходить куда-нибудь отдохнуть,в интернете нашла уютное гранд-кафе 21 Верста.",гранд-кафе 21 Верста~,AMBIENCE#GENERAL~,positive~,74~,94~
"Позвонила заказать столик,ответил приятный молодой человек Евгений,забронировал нам столик учитывая все наши пожелания,за что ему отдельное огромное СПАСИБО!!!!!!",молодой человек~,SERVICE#GENERAL~,positive~,43~,58~
Приехав в кафе в назначеное время нас встретила приятная молодая девушка и проводила к столику.,молодая девушка~,SERVICE#GENERAL~,positive~,57~,72~
"Обслуживала нас замечательная девушка,вежливо и терпеливо отвечала на все наши вопросы.",девушка~,SERVICE#GENERAL~,positive~,30~,37~
"Кухня превосходная,порции огромные,поворам отдельное спасибо!!!!!!!!!",Кухня~порции~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,0~19~,5~25~
Обслуживание на высшем уровне.,Обслуживание~,SERVICE#GENERAL~,positive~,0~,12~
"Понравилось абсолютно все:интерьер,кухня,персонал,живая музыка,атмосфера царящая в кафе,ни на минуту не пожалели,что пришли сюда.",интерьер~кухня~персонал~живая музыка~атмосфера~,AMBIENCE#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~positive~positive~positive~,26~35~41~50~63~,34~40~49~62~72~
Буду рекомендовать его своим друзьям и обязательно вернусь сюда снова.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
МОЛОДЦЫ!!!!!!!!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
ТАК ДЕРЖАТЬ!!!!!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
P.,,,,,
S.,,,,,
Отдельное СПАСИБО за песню)))))),песню~,AMBIENCE#GENERAL~,positive~,21~,26~
Впечатление заведение оставило не самые лучшие!!,заведение~,RESTAURANT#GENERAL~,negative~,12~,21~
А жаль.....новое место в центре города!!,место~,LOCATION#GENERAL~,positive~,17~,22~
"Во-первых гостей никто не встречает и не провожает к столу,не говоря уже о том,что зал для курящих или не курящих предложен вообще не был!!",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Подруга заказала бизнес-ланч,а меню я так и не увидела,так как его просто не принесли!!!",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Заказ был принят ужасно,вслед уходящему официанту мы договаривали свой заказ!!!",официанту~,SERVICE#GENERAL~,negative~,40~,49~
"Я заказала чай,но даже его принесли без жасмина!!)))",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Хлеб не был предложен,в принципе вообще ничего предложено не было!!!",NULL~,SERVICE#GENERAL~,negative~,0~,0~
С таким обслуживанием у заведения вряд ли появятся постоянные гости!!,обслуживанием~,SERVICE#GENERAL~,negative~,8~,21~
"Дальше..хуже...счёт нам вынесли,когда мы еще кушали,и даже не просили его,видно в этом заведении не любят ,когда гости задерживаются,сложилось впечатление,что нам определённо пора!!!=)))",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Интерьер милый,есть диванчики,правда не очень мягкие!!",Интерьер~диванчики~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,neutral~negative~,0~20~,8~29~
"Предыдущие отзывы в той или иной мере полно описывают данное заведение, но отдельно хотелось бы отметить: 1.",,,,,
"Именно нам, в прошлую пятницу, откровенно не повезло: работали 4 девушки , две из них явно ""плавали"" - вино принесли через почти час ожидания, после нескольких любезных напоминаний, не охлажденное и совсем другое,нежели было заказано (""не нашли"") - еду ждали очень долго, блюда, несмотря ни на что, оказались вкусными, хотя порции могли б быть и больше (особенно гарнир) 2.",девушки~блюда~порции~гарнир~,SERVICE#GENERAL~FOOD#QUALITY~FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~,negative~positive~negative~negative~,65~272~324~363~,72~277~330~369~
"Ходили по купонам, в итоге на двух человек с 2 бутылками столового вина - всего 3000 рублей. 3.",NULL~,RESTAURANT#PRICES~,positive~,0~,0~
"Хозяйка, действительно, замечательно поёт",Хозяйка~,AMBIENCE#GENERAL~,positive~,0~,7~
"Отмечали день рождения, компанией из 8 человек.",,,,,
В общем и целом понравилось.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"По меню: Ценник выше среднего Небольшой выбор салатов Из блюд компаний перепробовали: соленья, кармашки с грибами и рыбой, жареный камамбер, шашлык из свинины, свинину с моцареллой и грибами, угря.",меню~салатов~,FOOD#PRICES~FOOD#STYLE_OPTIONS~,negative~negative~,3~46~,7~53~
Все понравилось- порции большие.,NULL~порции~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,0~17~,0~23~
По обслуживанию: Несколько медлительные официантки.,официантки~,SERVICE#GENERAL~,negative~,40~,50~
"Блюда несли долго и неравномерно (половина народу сидела уже с пустыми тарелками, а вторая еще даже не получила закусок).",NULL~,SERVICE#GENERAL~,negative~,0~,0~
Особенно долго получилось с булочками( а они оказались очень вкусными).,NULL~булочками~,SERVICE#GENERAL~FOOD#QUALITY~,negative~positive~,0~28~,0~37~
"Рассчитываться пришлось на стойке, официантка так и не принесла счет.",официантка~,SERVICE#GENERAL~,negative~,35~,45~
В принципе праздник удался и недочеты не испортили общего впечатления.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Недавно с подругой ужинали у Вас.,,,,,
"Давно смотрели проезжая мимо на машине и, наконец, решились.",,,,,
Встретили нас усталые но приветливые девушки и тут же проводили до столика.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
Виды из окна - выше всяких похвал.,Виды из окна~,LOCATION#GENERAL~,positive~,0~,12~
Интерьер не запомнился.,Интерьер~,AMBIENCE#GENERAL~,neutral~,0~,8~
Вот вообще.,,,,,
"Помню только что столовые приборы, бокалы и специи находятся вдоль стены на невысокой ступеньке.",,,,,
И что мимо бегают дети.,,,,,
И к этим приборам тянутся как к любимым игрушкам.,,,,,
"Ничего страшного, даже забавно, но свои приборы, на всякий случай, протерла салфеткой.",,,,,
"Меню показалось немного скучным, но мы быстро определились с выбором.",Меню~,FOOD#STYLE_OPTIONS~,neutral~,0~,4~
"Подруга ела томатный суп и стейк из мраморной говядины со свежими томатами, а я такой же стейк с овощами гриль.",,,,,
Что могу сказать...,,,,,
"Мясо было прожарено чуть сильнее,чем заказывала, но,тем не менее, вкусным и нежным.",Мясо~,FOOD#QUALITY~,positive~,0~,4~
На десерт попробовали шоколадные кексы с горячим шоколадом внутри и мороженым.,,,,,
Вот что было действительно невероятно вкусно.,NULL~,FOOD#QUALITY~,positive~,0~,0~
Их рекомендую попробовать всем!,NULL~,FOOD#QUALITY~,positive~,0~,0~
Обслуживание не впечатлило.,Обслуживание~,SERVICE#GENERAL~,negative~,0~,12~
Вот честно.,,,,,
"Пепельницу меняли крайне редко, грязную посуду не замечали минут по 10, и это притом,что пробегали мимо стола не раз и не два.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Но во время непосредственного общения официант был милым и дружелюбным, что сгладило отрицательное впечатление.",официант~,SERVICE#GENERAL~,positive~,38~,46~
В общем все было очень мило.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Понравилось ли мне?,,,,,
"Скорее да,чем нет.",NULL~,RESTAURANT#GENERAL~,neutral~,0~,0~
Вернусь ли я туда?,,,,,
"Скорее нет,чем да.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Сегодня отмечали день рождения небольшой компанией из шести человек.,,,,,
Нас разместили в VIP зале.,,,,,
"Понравилось оформление стола, подсвечник с горящими свечами создал уютную атмосферу семейного торжества.",оформление стола~подсвечник с горящими свечами~атмосферу~,FOOD#STYLE_OPTIONS~AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~positive~,12~30~74~,28~59~83~
"Обслуживание прекрасное: тарелки убирали сразу, новые блюда приносили быстро, так что ничего не надо было ждать.",Обслуживание~,SERVICE#GENERAL~,positive~,0~,12~
"Кухня тоже приятно удивила, особенно размер порций.",Кухня~порций~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,0~44~,5~50~
Все было свежим и отменно вкусным.,NULL~,FOOD#QUALITY~,positive~,0~,0~
"Единственное ""но""- это отсутствие живой музыки, с ней наш вечер был бы еще приятнее.",NULL~,AMBIENCE#GENERAL~,negative~,0~,0~
иЗа сравнительно небольшие деньги отлично отдохнули и поели.,NULL~NULL~NULL~,FOOD#QUALITY~RESTAURANT#GENERAL~RESTAURANT#PRICES~,positive~positive~positive~,0~0~0~,0~0~0~
"Следующий раз не буду думать, куда пойти отмечать какое-нибудь торжество.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Недавно посетила данный ресторан,я согласна со многими,что основной зал тесноват,но понравилась,что есть детская комната,гда с ребенком сидела няня пока мы ужинали,плюс то что для детей есть бесплатное детское меню.",основной зал~детская комната~няня~детское меню~,AMBIENCE#GENERAL~RESTAURANT#MISCELLANEOUS~SERVICE#GENERAL~FOOD#PRICES~,negative~positive~positive~positive~,59~105~143~202~,71~120~147~214~
"Да музыка играла громко,но при этом понравилось,что это национальная и живая музыка.",музыка~живая музыка~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,negative~positive~,3~71~,9~83~
"Обслуживал очень приятный молодой человек,постоянно улыбающийся и посоветовавший нам хорошие блюда.",молодой человек~блюда~,SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~,26~93~,41~98~
Кухня действительно похожа на греческую(в Греции бываю почти каждое лето).,,,,,
"Вкусный шашлык и прекрасный выбор салатов, довольно большой выбор алкоголя.",шашлык~салатов~алкоголя~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~DRINKS#STYLE_OPTIONS~,positive~positive~positive~,8~34~66~,14~41~74~
Плюс цена довольна не высокая для центра города.,NULL~,RESTAURANT#PRICES~,positive~,0~,0~
Так что думаю еще не раз семьей сходим.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Сегодня с мужем побывали в этом ресторанчике.,,,,,
Слышали много лестного - вот и решили сами убедиться .,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Впечатления остались очень дажи хорошие.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Встретили нас радушно,показали залы,в итоге мы выбрали столик на веранде.",NULL~,SERVICE#GENERAL~,positive~,0~,0~
"Народу было немного, обстановка очень уютная и располагающая к долгим посиделкам.",обстановка~,AMBIENCE#GENERAL~,positive~,21~,31~
"Интерьер достаточно простой,но в грузинском стиле,играет приятная музыка.",Интерьер~музыка~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,neutral~positive~,0~66~,8~72~
В общем уходить быстро не хочется...,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Очень повезло с официантом,который очень любезно и оперативно нас обслуживал.",официантом~,SERVICE#GENERAL~,positive~,16~,26~
"Видя некоторые наши затруднения,очень подробно нам рассказал о блюдах,дал свои рекомендации относительно выбора блюд.",NULL~,SERVICE#GENERAL~,positive~,0~,0~
"Заказ был выполнен очень быстро,ждали не больше 15 минут.",NULL~,SERVICE#GENERAL~,positive~,0~,0~
"Что можно сказать о кухне...горячее очень порадовало,особенно вкусно приготовлено мясо-нежное сочное,вкучно приготовлены овощи.",горячее~мясо~овощи~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,28~82~121~,35~86~126~
"Шашлыка из лосося в порции было явно маловато,и практически отсутствовали овощи.",Шашлыка из лосося~,FOOD#STYLE_OPTIONS~,negative~,0~,17~
Особо не наешься.,NULL~,FOOD#STYLE_OPTIONS~,negative~,0~,0~
Салат оказался приправлен слишком острым соусом.,Салат~соусом~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,0~41~,5~47~
"Вино оказалось очень дорогим,поэтому пришлось обойтись пивом и довольно вкусным домашним морсом.",Вино~домашним морсом~,DRINKS#PRICES~FOOD#QUALITY~,negative~positive~,0~80~,4~95~
"Выбор блюд достаточно широкий,поэтому думаю,что следующий раз мы попробуем что-нибудь еще.",блюд~,FOOD#STYLE_OPTIONS~,positive~,6~,10~
Вчера впервые побывали у вас на Комендантском 2.,,,,,
Очень уютная атмосфера.,атмосфера~,AMBIENCE#GENERAL~,positive~,13~,22~
"Обслуживание и внимание персонала выше всяких похвал! (отдельное спасибо официанту Евгению, обслуживающего наш столик).",Обслуживание~персонала~официанту~,SERVICE#GENERAL~SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~positive~,0~24~73~,12~33~82~
"Долгое время мы были завсегдатаями другого итальянского ресторана, теперь наши сердца (и желудки))) принадлежат Капоне!!!",Капоне~,RESTAURANT#GENERAL~,positive~,112~,118~
"Было немного рискованно для нас прийти к вам вчера впервые, т.к. планировался ужин в честь моего Д.Р.",,,,,
